1,10032
1,5036
1,5037
1,5087
1,5121
1,5249
1,5260
1,5329
1,5342
1,5349
1,5350
1,5356
1,5393
1,5418
1,5482
1,5496
1,5515
1,5561
1,5590
1,5601
1,5616
1,5814
1,5824
1,5830
1,5832
1,5884
1,5970
1,5993
1,6029
1,6052
1,6062
1,6098
1,6137
1,6175
1,6185
1,6231
1,6259
1,6282
1,6300
1,6441
1,6490
1,6498
1,6508
1,6537
1,6605
1,6786
1,6847
1,6856
1,6931
1,7009
1,7079
1,7114
1,7308
1,7315
1,7322
1,7364
1,7384
1,7395
1,7435
1,7436
1,7470
1,7472
1,7474
1,7480
1,7503
1,7548
1,7576
1,7580
1,7597
1,7622
1,7630
1,7687
1,7753
1,7759
1,7792
1,7896
1,7898
1,7912
1,7960
1,8027
1,8038
1,8048
1,8079
1,8117
1,8139
1,8241
1,8266
1,8302
1,8360
1,8499
1,8572
1,8616
1,8634
1,8635
1,8641
1,8654
1,8740
1,8749
1,8753
1,8790
1,8907
1,8922
1,8963
1,8972
1,8977
1,8993
1,9004
1,9072
1,9074
1,9138
1,9177
1,9190
1,9206
1,9253
1,9312
1,9347
1,9354
1,9456
1,9470
1,9473
1,9476
1,9478
1,9483
1,9487
1,9497
1,9498
1,9595
1,9601
1,9615
1,9625
1,9704
1,9832
1,9834
1,9877
1,9891
1,9897
1,9945
1,9966
1,9974
1,9994
1,9995
2,10018
2,10030
2,5286
2,5291
2,5297
2,5308
2,5417
2,5446
2,5456
2,5480
2,5508
2,5556
2,5714
2,5715
2,5742
2,6015
2,6049
2,6164
2,6175
2,6197
2,6345
2,6420
2,6427
2,6437
2,6444
2,6447
2,6449
2,6491
2,6522
2,6607
2,6610
2,6834
2,6901
2,7048
2,7109
2,7292
2,7599
2,7673
2,7688
2,7691
2,7704
2,7715
2,7717
2,7720
2,7721
2,8060
2,8076
2,8208
2,8347
2,8436
2,8451
2,8465
2,8524
2,8611
2,8965
2,8966
2,9036
2,9052
2,9080
2,9092
2,9176
2,9229
2,9284
2,9303
2,9503
2,9693
2,9736
2,9854
2,9982
3,10020
3,10025
3,10026
3,5015
3,5023
3,5036
3,5062
3,5071
3,5075
3,5083
3,5105
3,5110
3,5140
3,5144
3,5179
3,5183
3,5184
3,5236
3,5277
3,5295
3,5301
3,5324
3,5328
3,5344
3,5356
3,5366
3,5369
3,5370
3,5377
3,5393
3,5396
3,5399
3,5456
3,5457
3,5465
3,5491
3,5508
3,5547
3,5624
3,5684
3,5696
3,5724
3,5726
3,5731
3,5736
3,5746
3,5759
3,5760
3,5761
3,5768
3,5774
3,5780
3,5829
3,5845
3,5918
3,6047
3,6051
3,6101
3,6108
3,6120
3,6123
3,6155
3,6180
3,6187
3,6189
3,6212
3,6214
3,6218
3,6235
3,6243
3,6253
3,6254
3,6263
3,6352
3,6368
3,6420
3,6428
3,6451
3,6452
3,6469
3,6476
3,6501
3,6574
3,6575
3,6599
3,6602
3,6606
3,6637
3,6640
3,6664
3,6675
3,6706
3,6725
3,6735
3,6738
3,6783
3,6787
3,6822
3,6843
3,6908
3,6910
3,6914
3,6922
3,6966
3,6979
3,7052
3,7161
3,7167
3,7184
3,7185
3,7225
3,7229
3,7292
3,7302
3,7325
3,7404
3,7414
3,7415
3,7419
3,7425
3,7478
3,7489
3,7491
3,7494
3,7503
3,7534
3,7553
3,7578
3,7594
3,7599
3,7612
3,7650
3,7664
3,7673
3,7674
3,7712
3,7714
3,7719
3,7721
3,7747
3,7773
3,7780
3,7816
3,7821
3,7875
3,7900
3,7902
3,7911
3,7919
3,7963
3,7981
3,8005
3,8009
3,8019
3,8090
3,8123
3,8137
3,8163
3,8172
3,8178
3,8226
3,8246
3,8298
3,8304
3,8316
3,8320
3,8323
3,8325
3,8326
3,8363
3,8366
3,8431
3,8433
3,8436
3,8443
3,8447
3,8476
3,8499
3,8530
3,8552
3,8572
3,8591
3,8592
3,8610
3,8618
3,8672
3,8678
3,8743
3,8764
3,8770
3,8772
3,8801
3,8803
3,8810
3,8834
3,8842
3,8856
3,8857
3,8884
3,8887
3,8918
3,8921
3,8922
3,8927
3,8941
3,8947
3,8955
3,8958
3,8961
3,8965
3,8966
3,9002
3,9015
3,9051
3,9058
3,9075
3,9090
3,9175
3,9185
3,9249
3,9258
3,9289
3,9324
3,9341
3,9350
3,9367
3,9368
3,9392
3,9443
3,9469
3,9478
3,9497
3,9503
3,9506
3,9528
3,9535
3,9553
3,9569
3,9573
3,9624
3,9693
3,9698
3,9700
3,9710
3,9713
3,9722
3,9738
3,9741
3,9772
3,9774
3,9807
3,9817
3,9819
3,9822
3,9823
3,9826
3,9831
3,9833
3,9834
3,9844
3,9847
3,9866
3,9880
3,9896
3,9899
3,9916
3,9917
3,9939
3,9981
3,9982
3,9985
3,9991
4,10011
4,5202
4,5231
4,5280
4,5361
4,5362
4,5505
4,5614
4,5621
4,5716
4,5870
4,5959
4,6037
4,6078
4,6155
4,6171
4,6490
4,6505
4,6547
4,6649
4,6663
4,6669
4,6771
4,6832
4,6840
4,6842
4,6866
4,6901
4,6984
4,6996
4,7101
4,7170
4,7181
4,7289
4,7462
4,7469
4,7508
4,7638
4,7641
4,7714
4,7798
4,7879
4,7880
4,8047
4,8104
4,8119
4,8156
4,8176
4,8206
4,8283
4,8589
4,8763
4,8849
4,9015
4,9248
4,9624
4,9649
4,9679
4,9683
4,9685
4,9699
4,9984
5,10004
5,10010
5,10015
5,10018
5,10020
5,10021
5,10025
5,10033
5,10034
5,5001
5,5014
5,5019
5,5023
5,5031
5,5039
5,5043
5,5047
5,5066
5,5069
5,5072
5,5074
5,5076
5,5095
5,5099
5,5100
5,5101
5,5102
5,5107
5,5108
5,5114
5,5115
5,5116
5,5118
5,5123
5,5138
5,5145
5,5148
5,5149
5,5150
5,5151
5,5152
5,5154
5,5156
5,5157
5,5158
5,5159
5,5160
5,5165
5,5169
5,5170
5,5171
5,5173
5,5174
5,5179
5,5187
5,5192
5,5212
5,5222
5,5229
5,5238
5,5240
5,5248
5,5263
5,5265
5,5266
5,5267
5,5269
5,5281
5,5292
5,5294
5,5295
5,5296
5,5299
5,5303
5,5306
5,5307
5,5311
5,5316
5,5322
5,5323
5,5325
5,5327
5,5332
5,5338
5,5350
5,5351
5,5359
5,5360
5,5368
5,5373
5,5375
5,5381
5,5384
5,5387
5,5388
5,5389
5,5390
5,5391
5,5392
5,5393
5,5394
5,5399
5,5400
5,5443
5,5464
5,5483
5,5486
5,5488
5,5490
5,5493
5,5494
5,5496
5,5506
5,5507
5,5511
5,5519
5,5521
5,5527
5,5538
5,5561
5,5569
5,5571
5,5577
5,5578
5,5579
5,5582
5,5583
5,5585
5,5594
5,5608
5,5613
5,5625
5,5647
5,5651
5,5653
5,5657
5,5658
5,5659
5,5660
5,5662
5,5663
5,5664
5,5665
5,5669
5,5672
5,5674
5,5675
5,5676
5,5677
5,5678
5,5679
5,5680
5,5681
5,5682
5,5686
5,5687
5,5688
5,5690
5,5693
5,5695
5,5697
5,5698
5,5701
5,5703
5,5704
5,5713
5,5728
5,5730
5,5738
5,5740
5,5747
5,5761
5,5776
5,5793
5,5798
5,5799
5,5801
5,5802
5,5803
5,5804
5,5805
5,5807
5,5809
5,5813
5,5815
5,5817
5,5825
5,5826
5,5829
5,5848
5,5853
5,5867
5,5876
5,5880
5,5889
5,5893
5,5901
5,5902
5,5905
5,5906
5,5907
5,5908
5,5915
5,5916
5,5917
5,5921
5,5923
5,5924
5,5926
5,5930
5,5936
5,5937
5,5947
5,5954
5,5957
5,5966
5,5989
5,5998
5,5999
5,6004
5,6006
5,6007
5,6008
5,6013
5,6016
5,6018
5,6019
5,6020
5,6022
5,6023
5,6024
5,6025
5,6026
5,6027
5,6028
5,6029
5,6030
5,6032
5,6050
5,6056
5,6077
5,6104
5,6106
5,6108
5,6116
5,6119
5,6122
5,6125
5,6126
5,6127
5,6128
5,6129
5,6130
5,6132
5,6133
5,6134
5,6137
5,6140
5,6142
5,6143
5,6144
5,6149
5,6150
5,6151
5,6154
5,6158
5,6163
5,6165
5,6171
5,6182
5,6183
5,6209
5,6211
5,6212
5,6215
5,6216
5,6219
5,6238
5,6244
5,6246
5,6261
5,6262
5,6263
5,6272
5,6291
5,6293
5,6297
5,6299
5,6300
5,6308
5,6309
5,6310
5,6311
5,6316
5,6317
5,6321
5,6324
5,6331
5,6333
5,6335
5,6342
5,6353
5,6354
5,6360
5,6368
5,6380
5,6381
5,6382
5,6410
5,6429
5,6457
5,6459
5,6460
5,6461
5,6462
5,6468
5,6469
5,6470
5,6471
5,6473
5,6475
5,6476
5,6478
5,6480
5,6483
5,6484
5,6485
5,6491
5,6503
5,6504
5,6509
5,6510
5,6511
5,6512
5,6513
5,6514
5,6515
5,6516
5,6518
5,6519
5,6520
5,6521
5,6522
5,6523
5,6524
5,6525
5,6533
5,6557
5,6566
5,6567
5,6571
5,6573
5,6575
5,6576
5,6577
5,6578
5,6579
5,6580
